iter	Passed	Remaining
1685	6747	5258
1686	6752	5255
1687	6759	5254
1688	6765	5251
1689	6770	5247
1690	6776	5245
1691	6782	5243
1692	6787	5240
1693	6792	5236
1694	6798	5234
1695	6805	5232
1696	6814	5232
1697	6822	5231
1698	6831	5231
1699	6840	5231
1700	6849	5230
1701	6856	5228
1702	6862	5226
1703	6869	5224
1704	6876	5222
1705	6882	5220
1706	6890	5219
1707	6896	5217
1708	6902	5214
1709	6908	5211
1710	6913	5208
1711	6919	5205
1712	6925	5203
1713	6932	5201
1714	6938	5199
1715	6943	5195
1716	6949	5192
1717	6953	5189
1718	6958	5185
1719	6964	5182
1720	6969	5179
1721	6973	5175
1722	6977	5171
1723	6981	5167
1724	6985	5163
1725	6990	5159
1726	6994	5155
1727	6998	5151
1728	7003	5148
1729	7007	5144
1730	7170	5256
1731	7182	5258
1732	7195	5260
1733	7204	5260
1734	7216	5261
1735	7223	5259
1736	7231	5258
1737	7240	5257
1738	7247	5255
1739	7254	5252
1740	7260	5250
1741	7265	5247
1742	7270	5243
1743	7276	5240
1744	7281	5236
1745	7285	5232
1746	7288	5227
1747	7294	5224
1748	7297	5219
1749	7301	5215
1750	7305	5211
1751	7310	5207
1752	7314	5203
1753	7319	5199
1754	7323	5195
1755	7328	5191
1756	7333	5188
1757	7337	5183
1758	7342	5179
1759	7346	5175
1760	7352	5172
1761	7356	5168
1762	7360	5164
1763	7365	5161
1764	7369	5156
1765	7373	5151
1766	7376	5147
1767	7381	5144
1768	7385	5139
1769	7391	5136
1770	7395	5132
1771	7400	5128
1772	7404	5124
1773	7409	5120
1774	7414	5117
1775	7418	5112
1776	7424	5109
1777	7428	5105
1778	7431	5100
1779	7436	5097
1780	7441	5093
1781	7446	5089
1782	7451	5085
1783	7456	5082
1784	7462	5079
1785	7467	5075
1786	7471	5071
1787	7478	5068
1788	7483	5065
1789	7488	5061
1790	7492	5057
1791	7496	5053
1792	7501	5049
1793	7506	5046
1794	7510	5041
1795	7513	5037
1796	7517	5032
1797	7523	5029
1798	7527	5025
1799	7532	5021
1800	7536	5017
1801	7540	5012
1802	7544	5008
1803	7548	5004
1804	7552	5000
1805	7555	4995
1806	7561	4992
1807	7566	4988
1808	7569	4983
1809	7574	4979
1810	7578	4975
1811	7582	4971
1812	7587	4967
1813	7591	4963
1814	7596	4959
1815	7601	4956
1816	7606	4952
1817	7610	4948
1818	7614	4943
1819	7619	4940
1820	7624	4936
1821	7629	4932
1822	7634	4929
1823	7638	4924
1824	7641	4919
1825	7645	4915
1826	7648	4910
1827	7653	4907
1828	7657	4902
1829	7660	4897
1830	7666	4894
1831	7672	4891
1832	7677	4887
1833	7682	4884
1834	7686	4879
1835	7690	4875
1836	7694	4871
1837	7699	4867
1838	7703	4863
1839	7707	4859
1840	7712	4855
1841	7715	4850
1842	7718	4845
1843	7722	4841
1844	7726	4836
1845	7729	4831
1846	7732	4826
1847	7735	4822
1848	7738	4817
1849	7742	4812
1850	7745	4808
1851	7748	4803
1852	7751	4798
1853	7756	4794
1854	7760	4790
1855	7763	4785
1856	7766	4780
1857	7771	4776
1858	7774	4771
1859	7778	4767
1860	7783	4763
1861	7787	4759
1862	7791	4755
1863	7795	4750
1864	7799	4746
1865	7803	4742
1866	7807	4738
1867	7813	4734
1868	7816	4730
1869	7820	4725
1870	7823	4720
1871	7827	4716
1872	7830	4711
1873	7833	4706
1874	7836	4702
1875	7839	4697
1876	7843	4692
1877	7846	4688
1878	7851	4684
1879	7854	4679
1880	7859	4675
1881	7863	4671
1882	7867	4666
1883	7871	4662
1884	7874	4657
1885	7877	4653
1886	7880	4648
1887	7884	4643
1888	7887	4639
1889	7891	4634
1890	7894	4629
1891	7897	4625
1892	7901	4620
1893	7904	4615
1894	7908	4611
1895	7911	4606
1896	7915	4602
1897	7918	4597
1898	7921	4592
1899	7925	4588
1900	7928	4583
1901	7931	4578
1902	7935	4574
1903	7938	4569
1904	7942	4565
1905	7946	4560
1906	7949	4556
1907	7953	4551
1908	7956	4547
1909	7959	4542
1910	7963	4537
1911	7966	4532
1912	7969	4528
1913	7972	4523
1914	7976	4519
1915	7979	4514
1916	7983	4510
1917	7986	4505
1918	7989	4500
1919	7994	4496
1920	7997	4491
1921	8000	4487
1922	8003	4482
1923	8006	4477
1924	8010	4473
1925	8013	4468
1926	8017	4464
1927	8022	4460
1928	8025	4455
1929	8030	4451
1930	8034	4447
1931	8037	4442
1932	8041	4438
1933	8044	4434
1934	8048	4429
1935	8052	4425
1936	8056	4421
1937	8059	4416
1938	8062	4411
1939	8065	4406
1940	8069	4402
1941	8072	4397
1942	8076	4393
1943	8079	4388
1944	8082	4384
1945	8087	4380
1946	8090	4375
1947	8094	4371
1948	8098	4367
1949	8103	4363
1950	8106	4358
1951	8110	4354
1952	8115	4350
1953	8118	4346
1954	8122	4341
1955	8126	4337
1956	8131	4333
1957	8135	4329
1958	8139	4325
1959	8143	4321
1960	8147	4316
1961	8151	4312
1962	8155	4308
1963	8160	4304
1964	8164	4300
1965	8168	4295
1966	8171	4291
1967	8175	4287
1968	8179	4282
1969	8184	4278
1970	8187	4274
1971	8191	4270
1972	8194	4265
1973	8197	4260
1974	8202	4257
1975	8206	4252
1976	8211	4249
1977	8215	4244
1978	8218	4240
1979	8223	4236
1980	8226	4231
1981	8231	4228
1982	8235	4223
1983	8238	4218
1984	8242	4214
1985	8246	4210
1986	8249	4205
1987	8253	4201
1988	8257	4197
1989	8260	4192
1990	8265	4188
1991	8268	4184
1992	8272	4179
1993	8277	4175
1994	8281	4171
1995	8286	4168
1996	8289	4163
1997	8295	4160
1998	8300	4156
1999	8305	4152
2000	8309	4148
2001	8315	4145
2002	8319	4140
2003	8323	4137
2004	8327	4132
2005	8333	4129
2006	8337	4124
2007	8340	4120
2008	8344	4116
2009	8347	4111
2010	8351	4107
2011	8354	4102
2012	8358	4098
2013	8362	4094
2014	8366	4089
2015	8370	4085
2016	8373	4080
2017	8376	4076
2018	8382	4072
2019	8386	4068
2020	8390	4064
2021	8394	4060
2022	8397	4055
2023	8401	4051
2024	8406	4047
2025	8409	4043
2026	8413	4038
2027	8417	4034
2028	8420	4029
2029	8424	4025
2030	8428	4021
2031	8433	4017
2032	8436	4013
2033	8441	4009
2034	8445	4004
2035	8448	4000
2036	8452	3995
2037	8457	3992
2038	8461	3988
2039	8464	3983
2040	8469	3979
2041	8474	3975
2042	8478	3971
2043	8483	3967
2044	8488	3964
2045	8547	3985
2046	8558	3984
2047	8568	3983
2048	8575	3980
2049	8584	3978
2050	8591	3975
2051	8599	3972
2052	8604	3969
2053	8610	3965
2054	8614	3961
2055	8618	3956
2056	8623	3953
2057	8628	3949
2058	8633	3945
2059	8637	3941
2060	8641	3937
2061	8646	3933
2062	8650	3928
2063	8654	3924
2064	8659	3920
2065	8663	3916
2066	8667	3912
2067	8670	3907
2068	8675	3903
2069	8679	3899
2070	8683	3894
2071	8687	3891
2072	8692	3886
2073	8695	3882
2074	8699	3878
2075	8702	3873
2076	8706	3869
2077	8710	3864
2078	8714	3860
2079	8718	3856
2080	8722	3851
2081	8726	3847
2082	8730	3843
2083	8733	3838
2084	8737	3834
2085	8741	3829
2086	8745	3825
2087	8750	3821
2088	8754	3817
2089	8758	3813
2090	8762	3809
2091	8766	3804
2092	8770	3800
2093	8775	3796
2094	8779	3792
2095	8783	3788
2096	8788	3784
2097	8791	3779
2098	8797	3776
2099	8802	3772
2100	8806	3768
2101	8810	3763
2102	8813	3759
2103	8817	3754
2104	8820	3750
2105	8825	3746
2106	8830	3742
2107	8833	3738
2108	8837	3733
2109	8841	3729
2110	8844	3724
2111	8848	3720
2112	8852	3715
2113	8855	3711
2114	8858	3706
2115	8861	3702
2116	8865	3697
2117	8868	3693
2118	8872	3688
2119	8876	3684
2120	8880	3680
2121	8884	3675
2122	8887	3671
2123	8892	3667
2124	8896	3663
2125	8900	3658
2126	8907	3656
2127	8916	3653
2128	8921	3649
2129	8927	3646
2130	8934	3643
2131	8939	3639
2132	8945	3636
2133	8952	3632
2134	8957	3629
2135	8965	3626
2136	8972	3623
2137	8980	3620
2138	8986	3617
2139	8993	3614
2140	8999	3610
2141	9005	3607
2142	9010	3603
2143	9016	3599
2144	9024	3597
2145	9029	3593
2146	9037	3590
2147	9042	3586
2148	9052	3584
2149	9058	3581
2150	9067	3578
2151	9074	3575
2152	9081	3572
2153	9088	3569
2154	9094	3565
2155	9101	3562
2156	9108	3559
2157	9115	3556
2158	9122	3553
2159	9132	3551
2160	9140	3548
2161	9147	3545
2162	9154	3542
2163	9162	3539
2164	9171	3537
2165	9177	3533
2166	9185	3530
2167	9193	3528
2168	9199	3524
2169	9206	3521
2170	9214	3518
2171	9220	3515
2172	9228	3512
2173	9233	3508
2174	9238	3504
2175	9244	3500
2176	9252	3497
2177	9257	3493
2178	9261	3489
2179	9266	3485
2180	9274	3482
2181	9280	3479
2182	9288	3476
2183	9293	3472
2184	9299	3468
2185	9306	3465
2186	9312	3461
2187	9317	3457
2188	9322	3453
2189	9327	3449
2190	9332	3445
2191	9339	3442
2192	9347	3439
2193	9353	3436
2194	9358	3432
2195	9364	3428
2196	9454	3455
2197	9467	3454
2198	9547	3477
2199	9563	3477
2200	9570	3474
2201	9579	3471
2202	9593	3470
2203	9597	3466
2204	9602	3461
2205	9606	3457
2206	9610	3453
2207	9616	3449
2208	9620	3444
2209	9624	3440
2210	9628	3435
2211	9633	3431
2212	9637	3427
2213	9643	3423
2214	9647	3418
2215	9650	3414
2216	9654	3409
2217	9658	3405
2218	9663	3401
2219	9667	3396
2220	9672	3392
2221	9675	3387
2222	9678	3382
2223	9682	3378
2224	9687	3374
2225	9690	3369
2226	9694	3364
2227	9698	3360
2228	9703	3356
2229	9708	3352
2230	9711	3347
2231	9714	3342
2232	9717	3337
2233	9721	3333
2234	9724	3328
2235	9727	3323
2236	9733	3319
2237	9737	3315
2238	9742	3311
2239	9746	3306
2240	9750	3302
2241	9756	3298
2242	9760	3294
2243	9764	3289
2244	9768	3285
2245	9773	3280
2246	9777	3276
2247	9781	3272
2248	9787	3268
2249	9792	3264
2250	9796	3259
2251	9800	3255
2252	9804	3250
2253	9807	3246
2254	9811	3241
2255	9814	3236
2256	9819	3232
2257	9823	3228
2258	9829	3224
2259	9835	3220
2260	9838	3215
2261	9843	3211
2262	9848	3207
2263	9852	3203
2264	9857	3198
2265	9861	3194
2266	9867	3190
2267	9871	3186
2268	9875	3181
2269	9881	3177
2270	9885	3173
2271	9890	3169
2272	9895	3164
2273	9899	3160
2274	9904	3156
2275	9908	3152
2276	9912	3147
2277	9915	3142
2278	9921	3138
2279	9925	3134
2280	9929	3129
2281	9933	3125
2282	9937	3120
2283	9940	3116
2284	9943	3111
2285	9946	3106
2286	9950	3102
2287	9953	3097
2288	9956	3092
2289	9959	3087
2290	9964	3083
2291	9969	3079
2292	9972	3074
2293	9975	3069
2294	9978	3065
2295	9983	3061
2296	9986	3056
2297	9990	3052
2298	9994	3047
2299	9997	3042
2300	10001	3038
2301	10004	3033
2302	10007	3028
2303	10011	3024
2304	10014	3019
2305	10017	3014
2306	10022	3010
2307	10025	3006
2308	10029	3001
2309	10034	2997
2310	10037	2992
2311	10042	2988
2312	10046	2983
2313	10051	2979
2314	10054	2975
2315	10057	2970
2316	10061	2965
2317	10065	2961
2318	10068	2956
2319	10072	2952
2320	10076	2947
2321	10082	2943
2322	10085	2939
2323	10089	2934
2324	10093	2930
2325	10097	2926
2326	10101	2921
2327	10104	2916
2328	10109	2912
2329	10112	2907
2330	10117	2903
2331	10120	2899
2332	10125	2894
2333	10129	2890
2334	10133	2886
2335	10138	2881
2336	10142	2877
2337	10146	2872
2338	10149	2868
2339	10153	2863
2340	10157	2859
2341	10162	2855
2342	10167	2850
2343	10170	2846
2344	10174	2841
2345	10178	2837
2346	10182	2833
2347	10185	2828
2348	10190	2824
2349	10193	2819
2350	10198	2815
2351	10201	2810
2352	10204	2806
2353	10208	2801
2354	10213	2797
2355	10216	2792
2356	10220	2788
2357	10223	2783
2358	10226	2778
2359	10229	2774
2360	10233	2769
2361	10236	2764
2362	10240	2760
2363	10245	2756
2364	10248	2751
2365	10254	2747
2366	10257	2743
2367	10261	2738
2368	10265	2734
2369	10269	2729
2370	10273	2725
2371	10277	2720
2372	10282	2716
2373	10285	2712
2374	10289	2707
2375	10294	2703
2376	10297	2698
2377	10301	2694
2378	10305	2690
2379	10309	2685
2380	10314	2681
2381	10318	2677
2382	10321	2672
2383	10325	2668
2384	10329	2663
2385	10332	2658
2386	10336	2654
2387	10340	2649
2388	10343	2645
2389	10347	2641
2390	10351	2636
2391	10354	2632
2392	10359	2627
2393	10363	2623
2394	10366	2618
2395	10370	2614
2396	10374	2609
2397	10379	2605
2398	10383	2601
2399	10387	2596
2400	10392	2592
2401	10398	2588
2402	10402	2584
2403	10408	2580
2404	10413	2576
2405	10419	2572
2406	10423	2567
2407	10428	2563
2408	10432	2559
2409	10435	2554
2410	10439	2550
2411	10445	2546
2412	10450	2542
2413	10455	2538
2414	10459	2533
2415	10463	2529
2416	10467	2524
2417	10472	2520
2418	10477	2516
2419	10481	2512
2420	10485	2507
2421	10490	2503
2422	10494	2499
2423	10498	2494
2424	10502	2490
2425	10506	2485
2426	10510	2481
2427	10514	2477
2428	10518	2472
2429	10522	2468
2430	10527	2464
2431	10532	2459
2432	10537	2455
2433	10540	2451
2434	10543	2446
2435	10547	2442
2436	10551	2437
2437	10555	2433
2438	10558	2428
2439	10562	2424
2440	10566	2419
2441	10571	2415
2442	10576	2411
2443	10580	2407
2444	10584	2402
2445	10588	2398
2446	10592	2393
2447	10596	2389
2448	10600	2385
2449	10604	2380
2450	10608	2376
2451	10611	2371
2452	10615	2367
2453	10618	2362
2454	10622	2358
2455	10625	2353
2456	10628	2349
2457	10632	2344
2458	10635	2339
2459	10638	2335
2460	10643	2331
2461	10646	2326
2462	10650	2322
2463	10653	2317
2464	10658	2313
2465	10661	2308
2466	10664	2304
2467	10669	2299
2468	10672	2295
2469	10677	2291
2470	10681	2286
2471	10684	2282
2472	10688	2277
2473	10692	2273
2474	10696	2268
2475	10699	2264
2476	10703	2260
2477	10707	2255
2478	10710	2251
2479	10714	2246
2480	10717	2241
2481	10720	2237
2482	10724	2232
2483	10727	2228
2484	10730	2223
2485	10734	2219
2486	10738	2215
2487	10742	2210
2488	10746	2206
2489	10751	2202
2490	10756	2197
2491	10760	2193
2492	10764	2189
2493	10767	2184
2494	10772	2180
2495	10777	2176
2496	10780	2171
2497	10783	2167
2498	10787	2162
2499	10791	2158
2500	10795	2153
2501	10798	2149
2502	10802	2144
2503	10807	2140
2504	10810	2136
2505	10813	2131
2506	10817	2127
2507	10820	2122
2508	10823	2118
2509	10826	2113
2510	10829	2109
2511	10833	2104
2512	10837	2100
2513	10841	2095
2514	10844	2091
2515	10849	2087
2516	10854	2082
2517	10858	2078
2518	10862	2074
2519	10866	2069
2520	10869	2065
2521	10872	2060
2522	10876	2056
2523	10879	2051
2524	10883	2047
2525	10886	2042
2526	10890	2038
2527	10894	2034
2528	10898	2029
2529	10903	2025
2530	10907	2021
2531	10911	2016
2532	10914	2012
2533	10919	2007
2534	10922	2003
2535	10925	1998
2536	10928	1994
2537	10930	1989
2538	10934	1985
2539	10938	1980
2540	10941	1976
2541	10944	1971
2542	10947	1967
2543	10950	1962
2544	10953	1958
2545	10956	1953
2546	10960	1949
2547	10963	1944
2548	10966	1940
2549	10971	1936
2550	10974	1931
2551	10978	1927
2552	10981	1922
2553	10985	1918
2554	10988	1913
2555	10991	1909
2556	10995	1904
2557	10998	1900
2558	11002	1896
2559	11006	1891
2560	11010	1887
2561	11013	1882
2562	11017	1878
2563	11020	1873
2564	11024	1869
2565	11028	1865
2566	11033	1861
2567	11038	1856
2568	11043	1852
2569	11048	1848
2570	11052	1844
2571	11056	1839
2572	11059	1835
2573	11063	1830
2574	11066	1826
2575	11070	1822
2576	11074	1817
2577	11077	1813
2578	11081	1808
2579	11086	1804
2580	11090	1800
2581	11093	1795
2582	11097	1791
2583	11100	1787
2584	11104	1782
2585	11109	1778
2586	11113	1774
2587	11116	1769
2588	11120	1765
2589	11125	1761
2590	11130	1756
2591	11133	1752
2592	11137	1748
2593	11140	1743
2594	11144	1739
2595	11148	1734
2596	11154	1730
2597	11158	1726
2598	11162	1722
2599	11166	1717
2600	11169	1713
2601	11180	1710
2602	11185	1705
2603	11192	1702
2604	11197	1697
2605	11202	1693
2606	11208	1689
2607	11214	1685
2608	11219	1681
2609	11222	1676
2610	11225	1672
2611	11229	1668
2612	11232	1663
2613	11235	1659
2614	11238	1654
2615	11242	1650
2616	11245	1645
2617	11248	1641
2618	11251	1636
2619	11254	1632
2620	11258	1627
2621	11261	1623
2622	11264	1619
2623	11269	1614
2624	11272	1610
2625	11275	1605
2626	11279	1601
2627	11282	1597
2628	11285	1592
2629	11288	1588
2630	11291	1583
2631	11295	1579
2632	11298	1574
2633	11302	1570
2634	11306	1566
2635	11308	1561
2636	11312	1557
2637	11315	1552
2638	11319	1548
2639	11322	1543
2640	11327	1539
2641	11330	1535
2642	11334	1531
2643	11337	1526
2644	11343	1522
2645	11348	1518
2646	11353	1514
2647	11356	1509
2648	11361	1505
2649	11365	1501
2650	11368	1496
2651	11371	1492
2652	11376	1487
2653	11379	1483
2654	11383	1479
2655	11386	1474
2656	11390	1470
2657	11393	1465
2658	11397	1461
2659	11402	1457
2660	11405	1453
2661	11408	1448
2662	11411	1444
2663	11415	1439
2664	11419	1435
2665	11422	1431
2666	11426	1426
2667	11429	1422
2668	11432	1417
2669	11436	1413
2670	11440	1409
2671	11444	1404
2672	11448	1400
2673	11452	1396
2674	11455	1391
2675	11458	1387
2676	11461	1382
2677	11465	1378
2678	11469	1374
2679	11472	1369
2680	11477	1365
2681	11481	1361
2682	11483	1356
2683	11487	1352
2684	11491	1348
2685	11494	1343
2686	11498	1339
2687	11503	1335
2688	11507	1330
2689	11511	1326
2690	11514	1322
2691	11517	1317
2692	11522	1313
2693	11526	1309
2694	11530	1304
2695	11533	1300
2696	11538	1296
2697	11541	1291
2698	11544	1287
2699	11547	1283
2700	11551	1278
2701	11554	1274
2702	11558	1270
2703	11563	1265
2704	11566	1261
2705	11569	1257
2706	11572	1252
2707	11576	1248
2708	11579	1243
2709	11582	1239
2710	11586	1235
2711	11590	1230
2712	11594	1226
2713	11597	1222
2714	11601	1217
2715	11604	1213
2716	11607	1209
2717	11611	1204
2718	11616	1200
2719	11620	1196
2720	11625	1191
2721	11628	1187
2722	11632	1183
2723	11636	1178
2724	11640	1174
2725	11644	1170
2726	11648	1166
2727	11652	1161
2728	11656	1157
2729	11659	1153
2730	11663	1148
2731	11667	1144
2732	11672	1140
2733	11676	1135
2734	11679	1131
2735	11682	1127
2736	11685	1122
2737	11689	1118
2738	11693	1114
2739	11696	1109
2740	11700	1105
2741	11704	1101
2742	11707	1096
2743	11710	1092
2744	11713	1088
2745	11716	1083
2746	11720	1079
2747	11723	1075
2748	11728	1070
2749	11731	1066
2750	11735	1062
2751	11738	1057
2752	11741	1053
2753	11744	1049
2754	11747	1044
2755	11751	1040
2756	11754	1036
2757	11758	1031
2758	11763	1027
2759	11767	1023
2760	11770	1018
2761	11774	1014
2762	11777	1010
2763	11781	1005
2764	11786	1001
2765	11789	997
2766	11793	993
2767	11796	988
2768	11805	984
2769	11812	980
2770	11823	977
2771	11835	973
2772	11844	969
2773	11856	965
2774	11863	961
2775	11871	957
2776	11876	953
2777	11880	949
2778	11885	945
2779	11892	941
2780	11896	936
2781	11900	932
2782	11904	928
2783	11909	923
2784	11912	919
2785	11916	915
2786	11919	910
2787	11923	906
2788	11928	902
2789	11931	898
2790	11934	893
2791	11937	889
2792	11943	885
2793	11948	880
2794	11951	876
2795	11956	872
2796	11959	868
2797	11965	863
2798	11970	859
2799	11974	855
2800	11979	851
2801	11984	846
2802	11988	842
2803	11991	838
2804	11994	833
2805	11997	829
2806	12003	825
2807	12006	820
2808	12009	816
2809	12012	812
2810	12015	807
2811	12019	803
2812	12022	799
2813	12026	794
2814	12029	790
2815	12033	786
2816	12036	781
2817	12039	777
2818	12043	773
2819	12047	768
2820	12050	764
2821	12054	760
2822	12058	756
2823	12062	751
2824	12065	747
2825	12069	743
2826	12073	738
2827	12076	734
2828	12080	730
2829	12083	725
2830	12087	721
2831	12090	717
2832	12094	712
2833	12097	708
2834	12101	704
2835	12105	700
2836	12109	695
2837	12113	691
2838	12117	687
2839	12121	682
2840	12125	678
2841	12128	674
2842	12132	670
2843	12137	665
2844	12140	661
2845	12144	657
2846	12147	652
2847	12151	648
2848	12155	644
2849	12159	639
2850	12164	635
2851	12167	631
2852	12171	627
2853	12175	622
2854	12178	618
2855	12181	614
2856	12186	609
2857	12190	605
2858	12194	601
2859	12197	597
2860	12200	592
2861	12204	588
2862	12208	584
2863	12212	579
2864	12215	575
2865	12220	571
2866	12224	567
2867	12228	562
2868	12231	558
2869	12235	554
2870	12238	549
2871	12242	545
2872	12246	541
2873	12249	537
2874	12253	532
2875	12256	528
2876	12259	524
2877	12263	519
2878	12266	515
2879	12270	511
2880	12274	507
2881	12277	502
2882	12280	498
2883	12283	494
2884	12286	489
2885	12290	485
2886	12293	481
2887	12298	476
2888	12301	472
2889	12304	468
2890	12307	464
2891	12312	459
2892	12315	455
2893	12318	451
2894	12322	446
2895	12326	442
2896	12330	438
2897	12336	434
2898	12341	429
2899	12345	425
2900	12348	421
2901	12354	417
2902	12358	412
2903	12361	408
2904	12366	404
2905	12369	400
2906	12374	395
2907	12377	391
2908	12382	387
2909	12385	383
2910	12389	378
2911	12393	374
2912	12397	370
2913	12400	365
2914	12405	361
2915	12408	357
2916	12412	353
2917	12416	348
2918	12420	344
2919	12423	340
2920	12428	336
2921	12432	331
2922	12436	327
2923	12440	323
2924	12445	319
2925	12449	314
2926	12452	310
2927	12456	306
2928	12460	302
2929	12463	297
2930	12468	293
2931	12473	289
2932	12477	285
2933	12480	280
2934	12485	276
2935	12489	272
2936	12492	267
2937	12495	263
2938	12499	259
2939	12502	255
2940	12505	250
2941	12509	246
2942	12512	242
2943	12516	238
2944	12519	233
2945	12522	229
2946	12525	225
2947	12527	220
2948	12530	216
2949	12534	212
2950	12538	208
2951	12540	203
2952	12543	199
2953	12547	195
2954	12550	191
2955	12553	186
2956	12556	182
2957	12560	178
2958	12563	174
2959	12566	169
2960	12569	165
2961	12572	161
2962	12575	157
2963	12579	152
2964	12584	148
2965	12588	144
2966	12593	140
2967	12596	135
2968	12601	131
2969	12605	127
2970	12609	123
2971	12614	118
2972	12618	114
2973	12623	110
2974	12627	106
2975	12632	101
2976	12637	97
2977	12640	93
2978	12644	89
2979	12649	84
2980	12652	80
2981	12657	76
2982	12663	72
2983	12667	67
2984	12671	63
2985	12675	59
2986	12680	55
2987	12683	50
2988	12688	46
2989	12692	42
2990	12696	38
2991	12700	33
2992	12703	29
2993	12707	25
2994	12712	21
2995	12716	16
2996	12720	12
2997	12724	8
2998	12730	4
2999	12735	0
