iter	Passed	Remaining
299	1595	14357
300	1599	14342
301	1603	14328
302	1607	14307
303	1611	14292
304	1614	14265
305	1617	14240
306	1620	14212
307	1624	14201
308	1627	14175
309	1631	14154
310	1634	14132
311	1637	14111
312	1641	14091
313	1644	14066
314	1647	14041
315	1650	14019
316	1655	14009
317	1658	13987
318	1661	13964
319	1664	13941
320	1668	13922
321	1671	13901
322	1674	13876
323	1678	13864
324	1683	13855
325	1686	13837
326	1691	13829
327	1696	13818
328	1700	13807
329	1703	13786
330	1708	13777
331	1711	13754
332	1715	13740
333	1718	13719
334	1721	13696
335	1724	13675
336	1727	13652
337	1730	13631
338	1733	13610
339	1737	13592
340	1740	13571
341	1743	13549
342	1747	13537
343	1751	13525
344	1754	13503
345	1758	13492
346	1763	13480
347	1767	13468
348	1770	13445
349	1773	13424
350	1775	13403
351	1778	13381
352	1783	13370
353	1786	13354
354	1790	13342
355	1794	13328
356	1797	13306
357	1800	13287
358	1804	13277
359	1807	13255
360	1810	13237
361	1813	13216
362	1816	13195
363	1819	13176
364	1822	13154
365	1826	13142
366	1829	13122
367	1833	13111
368	1836	13091
369	1839	13078
370	1842	13059
371	1845	13038
372	1849	13028
373	1852	13008
374	1856	12997
375	1860	12981
376	1863	12964
377	1866	12944
378	1868	12923
379	1871	12904
380	1875	12893
381	1878	12877
382	1881	12857
383	1886	12849
384	1889	12835
385	1892	12816
386	1897	12809
387	1902	12808
388	1907	12803
389	1911	12790
390	1914	12775
391	1917	12760
392	1921	12745
393	1924	12732
394	1928	12720
395	1934	12718
396	1938	12706
397	1942	12697
398	1945	12681
399	1949	12670
400	1952	12657
401	1956	12641
402	1960	12635
403	1963	12617
404	1967	12603
405	1971	12594
406	1974	12579
407	1977	12564
408	1981	12550
409	1984	12537
410	1987	12520
411	1991	12508
412	1994	12492
413	1998	12486
414	2001	12467
415	2006	12461
416	2010	12453
417	2015	12447
418	2017	12430
419	2020	12413
420	2024	12399
421	2027	12383
422	2030	12369
423	2033	12354
424	2036	12341
425	2040	12327
426	2043	12313
427	2046	12298
428	2050	12291
429	2054	12279
430	2057	12263
431	2060	12248
432	2063	12235
433	2066	12218
434	2071	12212
435	2075	12205
436	2078	12192
437	2081	12177
438	2085	12163
439	2088	12150
440	2091	12137
441	2094	12121
442	2097	12107
443	2101	12095
444	2104	12081
445	2109	12077
446	2111	12062
447	2116	12058
448	2120	12045
449	2124	12040
450	2127	12025
451	2131	12013
452	2134	11998
453	2137	11984
454	2140	11971
455	2144	11962
456	2147	11947
457	2149	11931
458	2152	11918
459	2156	11905
460	2160	11900
461	2163	11884
462	2166	11873
463	2171	11868
464	2174	11854
465	2179	11849
466	2182	11836
467	2185	11823
468	2190	11819
469	2193	11808
470	2196	11795
471	2199	11781
472	2202	11768
473	2207	11761
474	2210	11748
475	2213	11735
476	2215	11720
477	2219	11708
478	2223	11702
479	2227	11693
480	2231	11688
481	2235	11676
482	2238	11667
483	2242	11656
484	2247	11652
485	2250	11642
486	2256	11642
487	2259	11631
488	2263	11622
489	2268	11621
490	2272	11612
491	2275	11599
492	2278	11587
493	2281	11574
494	2284	11561
495	2289	11556
496	2292	11546
497	2295	11534
498	2298	11521
499	2303	11517
500	2306	11506
501	2309	11493
502	2314	11488
503	2317	11479
504	2321	11469
505	2324	11457
506	2328	11449
507	2331	11436
508	2335	11431
509	2339	11420
510	2342	11408
511	2345	11399
512	2348	11387
513	2352	11377
514	2357	11374
515	2360	11363
516	2363	11350
517	2367	11345
518	2370	11332
519	2373	11320
520	2378	11315
521	2381	11303
522	2385	11298
523	2388	11287
524	2391	11275
525	2396	11270
526	2400	11264
527	2404	11257
528	2408	11251
529	2411	11239
530	2414	11226
531	2417	11214
532	2420	11201
533	2422	11188
534	2427	11182
535	2431	11177
536	2434	11165
537	2439	11162
538	2443	11157
539	2447	11147
540	2450	11136
541	2453	11128
542	2457	11119
543	2460	11107
544	2463	11096
545	2466	11085
546	2469	11075
547	2472	11064
548	2477	11060
549	2482	11056
550	2485	11045
551	2488	11035
552	2492	11031
553	2495	11019
554	2499	11009
555	2502	10999
556	2505	10989
557	2508	10979
558	2513	10975
559	2516	10965
560	2520	10960
561	2524	10951
562	2527	10941
563	2531	10933
564	2535	10925
565	2538	10916
566	2542	10910
567	2546	10904
568	2549	10893
569	2552	10882
570	2555	10872
571	2559	10862
572	2563	10857
573	2566	10848
574	2569	10837
575	2572	10826
576	2577	10821
577	2580	10813
578	2585	10809
579	2588	10800
580	2591	10791
581	2595	10782
582	2598	10773
583	2603	10770
584	2606	10758
585	2609	10749
586	2613	10745
587	2617	10737
588	2620	10726
589	2623	10715
590	2626	10705
591	2629	10696
592	2632	10686
593	2635	10676
594	2639	10667
595	2642	10658
596	2644	10646
597	2648	10637
598	2651	10626
599	2654	10618
600	2658	10612
601	2661	10601
602	2665	10595
603	2668	10584
604	2671	10575
605	2675	10569
606	2678	10560
607	2682	10555
608	2685	10544
609	2688	10534
610	2691	10523
611	2695	10517
612	2699	10513
613	2702	10503
614	2705	10493
615	2710	10489
616	2713	10481
617	2716	10471
618	2721	10466
619	2724	10457
620	2727	10450
621	2731	10442
622	2734	10433
623	2738	10425
624	2742	10422
625	2746	10414
626	2750	10408
627	2753	10400
628	2757	10395
629	2762	10393
630	2765	10384
631	2769	10375
632	2772	10367
633	2776	10360
634	2779	10353
635	2783	10347
636	2786	10338
637	2791	10332
638	2794	10325
639	2798	10319
640	2802	10314
641	2806	10307
642	2809	10299
643	2812	10290
644	2816	10282
645	2819	10273
646	2824	10270
647	2827	10262
648	2831	10255
649	2834	10247
650	2837	10238
651	2841	10233
652	2844	10224
653	2847	10215
654	2852	10211
655	2855	10202
656	2858	10193
657	2861	10183
658	2864	10176
659	2868	10169
660	2873	10167
661	2876	10160
662	2879	10151
663	2882	10141
664	2886	10134
665	2889	10124
666	2891	10115
667	2894	10105
668	2898	10100
669	2901	10090
670	2903	10079
671	2907	10073
672	2910	10064
673	2914	10059
674	2917	10049
675	2920	10040
676	2923	10032
677	2926	10022
678	2929	10014
679	2934	10010
680	2938	10005
681	2940	9995
682	2943	9987
683	2947	9978
684	2949	9969
685	2952	9960
686	2956	9955
687	2959	9946
688	2962	9938
689	2965	9929
690	2970	9924
691	2973	9917
692	2978	9913
693	2981	9907
694	2984	9899
695	2988	9892
696	2993	9890
697	2996	9882
698	2999	9875
699	3003	9868
700	3008	9865
701	3012	9861
702	3016	9856
703	3020	9850
704	3023	9841
705	3027	9837
706	3031	9832
707	3036	9830
708	3039	9821
709	3043	9815
710	3046	9806
711	3049	9800
712	3054	9797
713	3058	9793
714	3061	9785
715	3064	9776
716	3068	9768
717	3071	9760
718	3074	9752
719	3077	9744
720	3080	9736
721	3083	9729
722	3086	9721
723	3090	9716
724	3095	9713
725	3098	9706
726	3101	9697
727	3106	9693
728	3109	9688
729	3113	9681
730	3116	9673
731	3120	9667
732	3123	9659
733	3126	9652
734	3129	9644
735	3132	9637
736	3135	9629
737	3139	9621
738	3142	9613
739	3145	9605
740	3148	9597
741	3151	9591
742	3154	9583
743	3157	9574
744	3161	9569
745	3164	9560
746	3167	9552
747	3170	9545
748	3173	9537
749	3176	9529
750	3179	9521
751	3182	9512
752	3185	9505
753	3189	9499
754	3191	9490
755	3195	9483
756	3197	9475
757	3201	9470
758	3205	9463
759	3208	9457
760	3211	9449
761	3214	9441
762	3218	9436
763	3222	9430
764	3227	9427
765	3231	9424
766	3234	9417
767	3239	9415
768	3242	9407
769	3245	9399
770	3248	9392
771	3253	9389
772	3256	9382
773	3259	9374
774	3262	9367
775	3267	9364
776	3270	9357
777	3275	9354
778	3279	9349
779	3283	9344
780	3286	9336
781	3290	9332
782	3292	9323
783	3297	9321
784	3302	9317
785	3306	9313
786	3309	9306
787	3312	9299
788	3316	9293
789	3320	9290
790	3324	9283
791	3328	9278
792	3331	9271
793	3334	9264
794	3338	9259
795	3342	9254
796	3346	9249
797	3349	9243
798	3353	9237
799	3356	9229
800	3359	9222
801	3362	9215
802	3365	9207
803	3368	9200
804	3371	9192
805	3373	9184
806	3376	9175
807	3379	9168
808	3383	9163
809	3387	9159
810	3390	9152
811	3394	9145
812	3397	9139
813	3400	9132
814	3403	9124
815	3406	9117
816	3409	9109
817	3412	9102
818	3415	9095
819	3419	9091
820	3423	9086
821	3426	9079
822	3429	9072
823	3432	9065
824	3435	9056
825	3438	9048
826	3442	9044
827	3445	9036
828	3449	9033
829	3453	9029
830	3456	9021
831	3460	9017
832	3463	9010
833	3467	9004
834	3471	9000
835	3474	8993
836	3478	8989
837	3481	8981
838	3485	8977
839	3488	8970
840	3491	8963
841	3495	8959
842	3500	8956
843	3503	8950
844	3506	8943
845	3509	8936
846	3512	8928
847	3516	8923
848	3519	8917
849	3522	8909
850	3527	8907
851	3530	8900
852	3533	8893
853	3536	8887
854	3540	8883
855	3545	8880
856	3548	8873
857	3551	8867
858	3554	8859
859	3557	8852
860	3561	8847
861	3565	8842
862	3568	8836
863	3571	8830
864	3575	8824
865	3580	8821
866	3583	8816
867	3587	8811
868	3590	8805
869	3594	8799
870	3597	8794
871	3603	8793
872	3606	8787
873	3610	8781
874	3613	8776
875	3618	8773
876	3621	8767
877	3625	8761
878	3628	8754
879	3632	8750
880	3636	8746
881	3639	8740
882	3643	8734
883	3647	8729
884	3649	8722
885	3653	8716
886	3656	8710
887	3662	8709
888	3665	8703
889	3668	8697
890	3673	8695
891	3677	8690
892	3682	8688
893	3686	8683
894	3691	8681
895	3695	8678
896	3699	8673
897	3703	8669
898	3706	8663
899	3711	8661
900	3716	8657
901	3719	8652
902	3724	8648
903	3729	8647
904	3733	8642
905	3736	8635
906	3739	8629
907	3742	8622
908	3746	8617
909	3749	8611
910	3753	8607
911	3756	8601
912	3759	8594
913	3763	8588
914	3766	8581
915	3770	8578
916	3773	8571
917	3776	8565
918	3780	8560
919	3783	8554
920	3786	8547
921	3789	8541
922	3793	8535
923	3796	8529
924	3799	8523
925	3803	8518
926	3806	8511
927	3809	8505
928	3812	8499
929	3816	8493
930	3819	8487
931	3822	8481
932	3825	8475
933	3828	8468
934	3831	8462
935	3836	8459
936	3839	8453
937	3842	8447
938	3845	8441
939	3849	8435
940	3852	8430
941	3856	8424
942	3860	8419
943	3863	8415
944	3868	8412
945	3871	8406
946	3876	8403
947	3879	8398
948	3882	8391
949	3886	8387
950	3890	8382
951	3895	8379
952	3899	8375
953	3902	8368
954	3905	8362
955	3909	8358
956	3913	8353
957	3916	8348
958	3920	8343
959	3924	8339
960	3929	8336
961	3932	8330
962	3935	8325
963	3939	8320
964	3942	8314
965	3946	8309
966	3949	8303
967	3953	8299
968	3956	8293
969	3960	8289
970	3964	8283
971	3967	8277
972	3971	8273
973	3974	8267
974	3978	8262
975	3981	8257
976	3984	8250
977	3987	8244
978	3990	8238
979	3993	8231
980	3997	8228
981	4001	8222
982	4004	8216
983	4007	8210
984	4010	8204
985	4013	8198
986	4016	8192
987	4019	8186
988	4022	8179
989	4026	8175
990	4031	8171
991	4034	8167
992	4039	8163
993	4042	8157
994	4045	8151
995	4048	8145
996	4051	8139
997	4056	8136
998	4059	8130
999	4062	8124
1000	4065	8118
1001	4068	8112
1002	4072	8109
1003	4076	8103
1004	4079	8097
1005	4082	8092
1006	4086	8087
1007	4090	8083
1008	4095	8081
1009	4099	8077
1010	4102	8072
1011	4106	8065
1012	4109	8060
1013	4112	8054
1014	4117	8052
1015	4120	8045
1016	4124	8042
1017	4127	8036
1018	4132	8033
1019	4135	8027
1020	4138	8021
1021	4141	8015
1022	4144	8009
1023	4149	8006
1024	4153	8003
1025	4157	7998
1026	4160	7992
1027	4163	7986
1028	4166	7981
1029	4171	7978
1030	4174	7972
1031	4178	7967
1032	4182	7963
1033	4186	7960
1034	4190	7955
1035	4193	7949
1036	4196	7943
1037	4200	7939
1038	4203	7932
1039	4207	7929
1040	4211	7924
1041	4215	7920
1042	4220	7919
1043	4225	7916
1044	4228	7911
1045	4232	7905
1046	4235	7899
1047	4238	7893
1048	4241	7888
1049	4244	7883
1050	4247	7877
1051	4252	7874
1052	4255	7868
1053	4258	7862
1054	4262	7857
1055	4265	7851
1056	4268	7846
1057	4271	7840
1058	4274	7834
1059	4277	7828
1060	4280	7823
1061	4284	7817
1062	4287	7812
1063	4290	7806
1064	4293	7801
1065	4298	7797
1066	4302	7794
1067	4306	7791
1068	4310	7785
1069	4313	7780
1070	4316	7775
1071	4319	7769
1072	4323	7763
1073	4327	7759
1074	4330	7754
1075	4333	7748
1076	4337	7744
1077	4340	7738
1078	4343	7733
1079	4347	7728
1080	4350	7723
1081	4353	7717
1082	4357	7713
1083	4360	7707
1084	4363	7701
1085	4368	7698
1086	4372	7694
1087	4375	7689
1088	4378	7683
1089	4381	7678
1090	4385	7673
1091	4388	7668
1092	4391	7662
1093	4396	7659
1094	4399	7653
1095	4402	7647
1096	4406	7644
1097	4409	7638
1098	4414	7635
1099	4418	7631
1100	4421	7626
1101	4425	7622
1102	4429	7618
1103	4434	7615
1104	4438	7611
1105	4443	7608
1106	4446	7603
1107	4449	7597
1108	4453	7593
1109	4457	7589
1110	4460	7584
1111	4464	7579
1112	4468	7576
1113	4472	7572
1114	4477	7569
1115	4480	7564
1116	4484	7559
1117	4487	7554
1118	4491	7550
1119	4496	7546
1120	4499	7541
1121	4502	7536
1122	4506	7531
1123	4510	7527
1124	4513	7521
1125	4515	7515
1126	4519	7511
1127	4522	7505
1128	4525	7499
1129	4529	7495
1130	4533	7491
1131	4536	7485
1132	4539	7480
1133	4542	7474
1134	4545	7468
1135	4548	7463
1136	4552	7459
1137	4555	7453
1138	4559	7448
1139	4562	7444
1140	4566	7440
1141	4570	7436
1142	4573	7431
1143	4577	7425
1144	4580	7420
1145	4583	7415
1146	4586	7409
1147	4589	7404
1148	4593	7399
1149	4596	7395
1150	4600	7389
1151	4603	7384
1152	4606	7379
1153	4610	7375
1154	4613	7369
1155	4616	7364
1156	4621	7361
1157	4624	7356
1158	4627	7351
1159	4632	7348
1160	4635	7343
1161	4639	7339
1162	4643	7334
1163	4646	7329
1164	4649	7323
1165	4653	7319
1166	4656	7313
1167	4660	7309
1168	4663	7304
1169	4666	7299
1170	4670	7294
1171	4672	7288
1172	4677	7284
1173	4680	7280
1174	4684	7275
1175	4687	7270
1176	4690	7264
1177	4692	7258
1178	4696	7253
1179	4701	7251
1180	4705	7247
1181	4710	7245
1182	4714	7241
1183	4718	7237
1184	4722	7233
1185	4726	7228
1186	4730	7225
1187	4733	7220
1188	4737	7216
1189	4742	7213
1190	4745	7208
1191	4750	7205
1192	4753	7200
1193	4758	7197
1194	4761	7192
1195	4766	7189
1196	4769	7183
1197	4772	7178
1198	4774	7172
1199	4778	7167
1200	4781	7161
1201	4784	7156
1202	4787	7151
1203	4790	7146
1204	4794	7141
1205	4797	7136
1206	4800	7130
1207	4804	7126
1208	4807	7121
1209	4811	7117
1210	4814	7112
1211	4817	7106
1212	4821	7103
1213	4824	7097
1214	4827	7092
1215	4830	7087
1216	4833	7082
1217	4837	7076
1218	4840	7071
1219	4843	7066
1220	4847	7062
1221	4850	7058
1222	4854	7052
1223	4856	7047
1224	4860	7042
1225	4863	7037
1226	4866	7032
1227	4869	7026
1228	4872	7021
1229	4876	7017
1230	4879	7012
1231	4883	7008
1232	4886	7002
1233	4891	7000
1234	4894	6994
1235	4897	6989
1236	4900	6984
1237	4904	6980
1238	4907	6975
1239	4911	6971
1240	4914	6966
1241	4918	6961
1242	4921	6956
1243	4924	6951
1244	4929	6948
1245	4932	6943
1246	4935	6938
1247	4941	6936
1248	4945	6933
1249	4948	6927
1250	4951	6921
1251	4955	6919
1252	4959	6915
1253	4963	6911
1254	4966	6906
1255	4969	6900
1256	4973	6896
1257	4976	6891
1258	4980	6886
1259	4983	6881
1260	4986	6876
1261	4989	6871
1262	4993	6867
1263	4996	6862
1264	5000	6857
1265	5003	6853
1266	5006	6848
1267	5009	6843
1268	5014	6839
1269	5017	6834
1270	5021	6830
1271	5024	6825
1272	5027	6820
1273	5032	6817
1274	5035	6812
1275	5038	6807
1276	5041	6802
1277	5044	6797
1278	5047	6792
1279	5051	6788
1280	5054	6783
1281	5057	6778
1282	5060	6772
1283	5064	6768
1284	5069	6765
1285	5073	6761
1286	5077	6758
1287	5082	6754
1288	5084	6749
1289	5087	6744
1290	5090	6739
1291	5093	6733
1292	5097	6729
1293	5101	6725
1294	5105	6721
1295	5108	6716
1296	5111	6711
1297	5115	6707
1298	5120	6704
1299	5123	6699
1300	5126	6694
1301	5130	6690
1302	5133	6685
1303	5136	6680
1304	5139	6675
1305	5143	6670
1306	5146	6666
1307	5149	6661
1308	5154	6658
1309	5158	6654
1310	5161	6649
1311	5164	6644
1312	5168	6640
1313	5171	6635
1314	5174	6630
1315	5178	6626
1316	5182	6623
1317	5186	6618
1318	5189	6613
1319	5193	6609
1320	5198	6607
1321	5202	6603
1322	5206	6600
1323	5210	6595
1324	5215	6592
1325	5218	6588
1326	5222	6583
1327	5226	6579
1328	5229	6575
1329	5232	6570
1330	5235	6565
1331	5238	6560
1332	5242	6555
1333	5245	6550
1334	5248	6545
1335	5251	6541
1336	5256	6538
1337	5260	6534
1338	5264	6529
1339	5268	6526
1340	5271	6521
1341	5274	6516
1342	5278	6512
1343	5281	6507
1344	5284	6502
1345	5287	6497
1346	5291	6493
1347	5294	6488
1348	5298	6484
1349	5302	6480
1350	5305	6476
1351	5309	6472
1352	5314	6468
1353	5317	6463
1354	5320	6459
1355	5323	6454
1356	5326	6449
1357	5329	6444
1358	5333	6439
1359	5337	6436
1360	5340	6431
1361	5343	6426
1362	5347	6421
1363	5350	6417
1364	5353	6412
1365	5357	6408
1366	5361	6404
1367	5364	6399
1368	5368	6395
1369	5371	6391
1370	5374	6386
1371	5377	6380
1372	5380	6376
1373	5384	6371
1374	5387	6366
1375	5391	6363
1376	5394	6358
1377	5398	6354
1378	5401	6349
1379	5404	6344
1380	5408	6340
1381	5411	6335
1382	5414	6330
1383	5417	6326
1384	5421	6321
1385	5425	6318
1386	5429	6314
1387	5434	6311
1388	5438	6307
1389	5443	6304
1390	5446	6300
1391	5449	6295
1392	5454	6292
1393	5457	6287
1394	5460	6282
1395	5463	6278
1396	5466	6273
1397	5470	6269
1398	5473	6264
1399	5476	6259
1400	5481	6256
1401	5484	6251
1402	5487	6246
1403	5490	6241
1404	5495	6238
1405	5499	6235
1406	5503	6230
1407	5506	6226
1408	5510	6222
1409	5515	6219
1410	5519	6215
1411	5522	6210
1412	5525	6206
1413	5529	6202
1414	5532	6197
1415	5535	6192
1416	5538	6187
1417	5542	6183
1418	5546	6179
1419	5550	6175
1420	5553	6171
1421	5556	6166
1422	5560	6161
1423	5563	6157
1424	5566	6152
1425	5569	6147
1426	5572	6143
1427	5576	6139
1428	5581	6135
1429	5583	6130
1430	5587	6126
1431	5590	6121
1432	5594	6118
1433	5598	6113
1434	5603	6111
1435	5606	6106
1436	5611	6103
1437	5615	6099
1438	5619	6096
1439	5623	6091
1440	5626	6087
1441	5629	6082
1442	5632	6077
1443	5636	6074
1444	5640	6069
1445	5643	6065
1446	5648	6061
1447	5651	6057
1448	5654	6052
1449	5657	6047
1450	5660	6042
1451	5664	6039
1452	5668	6035
1453	5671	6030
1454	5674	6026
1455	5678	6021
1456	5683	6018
1457	5686	6014
1458	5690	6010
1459	5693	6005
1460	5698	6002
1461	5701	5997
1462	5706	5994
1463	5709	5990
1464	5713	5986
1465	5718	5983
1466	5722	5980
1467	5726	5976
1468	5731	5973
1469	5737	5971
1470	5741	5967
1471	5745	5964
1472	5751	5962
1473	5755	5958
1474	5759	5954
1475	5764	5951
1476	5768	5947
1477	5771	5943
1478	5775	5939
1479	5778	5934
1480	5781	5930
1481	5785	5926
1482	5790	5923
1483	5794	5919
1484	5798	5915
1485	5802	5911
1486	5806	5907
1487	5809	5903
1488	5813	5899
1489	5817	5895
1490	5821	5891
1491	5826	5889
1492	5830	5885
1493	5833	5880
1494	5837	5876
1495	5841	5873
1496	5846	5869
1497	5849	5865
1498	5854	5862
1499	5858	5858
1500	5862	5854
1501	5866	5850
1502	5869	5845
1503	5872	5841
1504	5875	5836
1505	5879	5832
1506	5882	5827
1507	5885	5823
1508	5890	5819
1509	5892	5814
1510	5895	5810
1511	5899	5805
1512	5902	5801
1513	5905	5796
1514	5908	5791
1515	5911	5786
1516	5914	5781
1517	5917	5777
1518	5921	5773
1519	5924	5768
1520	5927	5764
1521	5931	5759
1522	5935	5756
1523	5939	5752
1524	5943	5748
1525	5948	5745
1526	5952	5742
1527	5958	5740
1528	5964	5738
1529	5968	5734
1530	5973	5731
1531	5977	5727
1532	5980	5723
1533	5984	5719
1534	5989	5716
1535	5993	5712
1536	5997	5709
1537	6002	5705
1538	6005	5701
1539	6009	5697
1540	6013	5693
1541	6018	5690
1542	6024	5688
1543	6028	5685
1544	6040	5688
1545	6048	5688
1546	6055	5687
1547	6066	5690
1548	6079	5694
1549	6088	5695
1550	6094	5693
1551	6100	5691
1552	6105	5688
1553	6110	5685
1554	6114	5682
1555	6120	5680
1556	6126	5677
1557	6130	5673
1558	6135	5670
1559	6139	5667
1560	6143	5663
1561	6148	5660
1562	6152	5656
1563	6158	5654
1564	6162	5650
1565	6165	5646
1566	6169	5641
1567	6173	5638
1568	6177	5633
1569	6180	5629
1570	6183	5624
1571	6188	5621
1572	6192	5617
1573	6195	5613
1574	6199	5608
1575	6203	5604
1576	6206	5600
1577	6210	5596
1578	6214	5592
1579	6217	5588
1580	6220	5583
1581	6224	5578
1582	6227	5574
1583	6231	5570
1584	6234	5566
1585	6238	5561
1586	6242	5557
1587	6245	5553
1588	6249	5549
1589	6253	5545
1590	6256	5540
1591	6259	5536
1592	6264	5533
1593	6268	5528
1594	6272	5525
1595	6275	5520
1596	6279	5516
1597	6282	5512
1598	6285	5507
1599	6288	5502
1600	6292	5498
1601	6295	5493
1602	6298	5489
1603	6301	5484
1604	6305	5480
1605	6308	5475
1606	6312	5472
1607	6317	5469
1608	6320	5464
1609	6325	5460
1610	6328	5456
1611	6331	5452
1612	6336	5448
1613	6339	5443
1614	6342	5439
1615	6346	5435
1616	6350	5431
1617	6354	5427
1618	6358	5423
1619	6361	5418
1620	6364	5414
1621	6367	5409
1622	6371	5405
1623	6375	5401
1624	6378	5397
1625	6382	5393
1626	6387	5390
1627	6392	5387
1628	6396	5383
1629	6399	5378
1630	6403	5374
1631	6408	5371
1632	6411	5367
1633	6416	5364
1634	6419	5359
1635	6422	5355
1636	6426	5350
1637	6430	5347
1638	6434	5342
1639	6439	5339
1640	6443	5336
1641	6446	5331
1642	6450	5327
1643	6454	5323
1644	6458	5319
1645	6461	5315
1646	6464	5310
1647	6467	5306
1648	6471	5301
1649	6474	5297
1650	6479	5294
1651	6482	5289
1652	6488	5287
1653	6493	5284
1654	6504	5285
1655	6510	5283
1656	6516	5281
1657	6530	5286
1658	6540	5286
1659	6596	5324
1660	6603	5322
1661	6613	5324
1662	6620	5322
1663	6632	5325
1664	6638	5323
1665	6644	5320
1666	6650	5318
1667	6655	5314
1668	6660	5311
1669	6665	5308
1670	6669	5304
1671	6673	5300
1672	6678	5297
1673	6683	5293
1674	6688	5290
1675	6692	5287
1676	6699	5285
1677	6705	5283
1678	6710	5279
1679	6715	5276
1680	6721	5273
1681	6726	5270
1682	6730	5266
1683	6735	5263
1684	6740	5260
